,block_1,block_2,block_3,db_1_max,db_1_min,db_1_null,db_1_unique,db_2_max,db_2_min,db_2_null,db_2_unique,db_3_max,db_3_min,db_3_null,db_3_unique,max,min,name,null_count,path,random_1,random_2,random_3,size,top_1_percent,top_1_value,top_2_percent,top_2_value,top_3_percent,top_3_value,unique,zero_count
43,..........x.........,....................,....................,7.0,1.0,0,7,7.0,1.0,0,7,7.0,1.0,0,6,134.0,0.0,Generico_4/13_Dia_Semana.integer,0,/data/mt-compression/code/tools/datasets/formatted/Generico/4/Generico_4/13_Dia_Semana.integer,3.0,7.0,6.0,23365928,15.5,5.0,15.4,3.0,15.3,4.0,135,7865
44,....................,....................,....................,1.0,1.0,0,1,1.0,1.0,0,1,2.0,1.0,0,2,2.0,1.0,Generico_4/27_NumAnuncios.integer,0,/data/mt-compression/code/tools/datasets/formatted/Generico/4/Generico_4/27_NumAnuncios.integer,1.0,1.0,1.0,23365928,100.0,1.0,0.0,2.0,,,2,0
45,xxx...xxxxxxxxxxxxxx,xxx...xxxx.xxxx.xxxx,xxx.x.xxxxxxxxx.x.xx,59.0,0.0,0,60,36.0,0.0,0,37,30.0,0.0,0,31,838.0,0.0,Generico_4/11_Corte.integer,28594,/data/mt-compression/code/tools/datasets/formatted/Generico/4/Generico_4/11_Corte.integer,1.0,4.0,0.0,23365928,17.7,0.0,16.7,1.0,15.7,2.0,616,4145892
46,....................,....................,....................,13.0,0.0,0,11,10.0,0.0,0,11,13.0,0.0,0,13,68.0,0.0,Generico_4/8_Cols.integer,0,/data/mt-compression/code/tools/datasets/formatted/Generico/4/Generico_4/8_Cols.integer,0.0,0.0,0.0,23365928,97.1,0.0,1.2,6.0,0.5,3.0,21,22687060
47,....................,....................,....................,17.0,0.0,0,15,17.0,0.0,0,16,17.0,0.0,0,16,98.0,0.0,Generico_4/29_Plgs.integer,0,/data/mt-compression/code/tools/datasets/formatted/Generico/4/Generico_4/29_Plgs.integer,0.0,0.0,0.0,23365928,97.1,0.0,1.0,8.0,0.7,4.0,24,22687060
48,x.......xxx........x,xxxxxxxxxxxx.x.xxxxx,xxxxxx......x.......,1302534.0,20.0,0,4854,1489320.0,50.0,0,6593,1333244.0,50.0,0,5990,1882408.0,5.0,Generico_4/7_Codigo.integer,0,/data/mt-compression/code/tools/datasets/formatted/Generico/4/Generico_4/7_Codigo.integer,96179.0,125536.0,83128.0,23365928,2.5,10555.0,2.5,13696.0,2.1,33017.0,1430639,0
49,.x..x...............,xx.....xx.xxx.xxxxxx,xxx.x.x...xx.x..xx..,399.0,0.0,0,127,1244.0,0.0,0,204,467.0,0.0,0,125,3607.0,0.0,Generico_4/15_Duracion.integer,9,/data/mt-compression/code/tools/datasets/formatted/Generico/4/Generico_4/15_Duracion.integer,14.0,35.0,16.0,23365928,22.2,30.0,12.0,0.0,9.9,20.0,1036,2797969
50,NNNNNNNNNNNNNNNNNNNN,NNNNNNNNx.x.xx.x.xxx,....................,161.0,1.0,28414,79,141.0,0.0,22578,75,212.0,0.0,19029,58,351.0,0.0,Generico_4/14_Disco.integer,7263844,/data/mt-compression/code/tools/datasets/formatted/Generico/4/Generico_4/14_Disco.integer,,,122.0,23365928,3.9,47.0,3.7,29.0,2.6,30.0,346,74426
51,....................,....................,....................,2015.0,2015.0,0,1,2015.0,2015.0,0,1,2011.0,2011.0,0,1,2015.0,2007.0,Generico_4/3_A�o.integer,0,/data/mt-compression/code/tools/datasets/formatted/Generico/4/Generico_4/3_A�o.integer,2015.0,2015.0,2011.0,23365928,14.3,2015.0,11.7,2011.0,11.1,2014.0,9,0
52,xxx.x.xx.xx..xxxxxxx,.xxxxx.xxx.xxx..xxx.,xxxxxxxxxxxxxxxxxxxx,112.0,-6.0,0,52,156.0,0.0,0,57,131.0,0.0,0,62,352.0,-99.0,Generico_4/12_De_Npags.integer,1052393,/data/mt-compression/code/tools/datasets/formatted/Generico/4/Generico_4/12_De_Npags.integer,8.0,5.0,8.0,23365928,9.6,0.0,9.1,6.0,9.1,7.0,278,2237980
53,....................,....................,....................,1.0,1.0,0,1,1.0,1.0,0,1,1.0,1.0,0,1,1.0,1.0,Generico_4/28_Number of Records.integer,0,/data/mt-compression/code/tools/datasets/formatted/Generico/4/Generico_4/28_Number of Records.integer,1.0,1.0,1.0,23365928,100.0,1.0,,,,,1,0
54,xxxxxxxxxxxxxxxxxxxx,xxxxNNNNNNNNNNNNNNNN,xxx.xxxxxx.xxxxxxx.x,255900.0,1.0,2641,1537,255900.0,1.0,2664,1538,255900.0,1.0,297,1517,255940.0,-63.0,Generico_4/21_Hora_Pagina.integer,780015,/data/mt-compression/code/tools/datasets/formatted/Generico/4/Generico_4/21_Hora_Pagina.integer,210800.0,184800.0,164900.0,23365928,0.2,180000.0,0.2,7.0,0.2,4.0,79773,0
55,xx..xxxx....xx..xx.x,xxxxxxx.xxxxxxx.xxxx,xxx...x.xxx.xxxxx.xx,344.0,0.0,0,345,121.0,0.0,0,122,124.0,0.0,0,111,1136.0,0.0,Generico_3/30_Posicion_Edicion.integer,28709,/data/mt-compression/code/tools/datasets/formatted/Generico/3/Generico_3/30_Posicion_Edicion.integer,3.0,10.0,1.0,23365928,18.6,1.0,12.7,2.0,11.2,3.0,379,1674606
56,....................,....................,....................,42.0,40.0,0,3,17.0,15.0,0,3,35.0,33.0,0,3,53.0,1.0,Generico_3/33_SEMANA.integer,76864,/data/mt-compression/code/tools/datasets/formatted/Generico/3/Generico_3/33_SEMANA.integer,40.0,16.0,33.0,23365928,2.5,30.0,2.4,29.0,2.4,31.0,53,0
57,....................,....................,....................,7.0,1.0,0,7,7.0,1.0,0,7,7.0,1.0,0,6,134.0,0.0,Generico_3/13_Dia_Semana.integer,0,/data/mt-compression/code/tools/datasets/formatted/Generico/3/Generico_3/13_Dia_Semana.integer,5.0,1.0,3.0,23365928,15.5,5.0,15.4,3.0,15.3,4.0,135,7865
58,....................,....................,....................,1.0,1.0,0,1,1.0,1.0,0,1,1.0,1.0,0,1,2.0,1.0,Generico_3/27_NumAnuncios.integer,0,/data/mt-compression/code/tools/datasets/formatted/Generico/3/Generico_3/27_NumAnuncios.integer,1.0,1.0,1.0,23365928,100.0,1.0,0.0,2.0,,,2,0
59,xxxxxxxxx.xx...x.xxx,.x.xxxxxxxxxxx.x.xx.,.x.x.xxxx.x.x.xxxx..,30.0,0.0,0,31,35.0,0.0,0,36,111.0,0.0,0,37,838.0,0.0,Generico_3/11_Corte.integer,28594,/data/mt-compression/code/tools/datasets/formatted/Generico/3/Generico_3/11_Corte.integer,2.0,3.0,2.0,23365928,17.7,0.0,16.7,1.0,15.7,2.0,616,4145892
60,....................,....................,....................,10.0,0.0,0,9,13.0,0.0,0,12,10.0,0.0,0,11,68.0,0.0,Generico_3/8_Cols.integer,0,/data/mt-compression/code/tools/datasets/formatted/Generico/3/Generico_3/8_Cols.integer,0.0,0.0,0.0,23365928,97.1,0.0,1.2,6.0,0.5,3.0,21,22687060
61,....................,....................,....................,17.0,0.0,0,16,17.0,0.0,0,15,17.0,0.0,0,15,98.0,0.0,Generico_3/29_Plgs.integer,0,/data/mt-compression/code/tools/datasets/formatted/Generico/3/Generico_3/29_Plgs.integer,0.0,0.0,0.0,23365928,97.1,0.0,1.0,8.0,0.7,4.0,24,22687060
62,xx..xxx.x....x...x..,..xxxxxx...x........,....................,1588609.0,50.0,0,5756,1356326.0,50.0,0,6995,1563978.0,50.0,0,11024,1882408.0,5.0,Generico_3/7_Codigo.integer,0,/data/mt-compression/code/tools/datasets/formatted/Generico/3/Generico_3/7_Codigo.integer,112767.0,101344.0,33017.0,23365928,2.5,10555.0,2.5,13696.0,2.1,33017.0,1430639,0
63,..........xxx..xx.x.,....................,...xx.xxx.x.x......x,626.0,0.0,0,200,1225.0,0.0,0,169,430.0,0.0,0,146,3607.0,0.0,Generico_3/15_Duracion.integer,9,/data/mt-compression/code/tools/datasets/formatted/Generico/3/Generico_3/15_Duracion.integer,20.0,0.0,20.0,23365928,22.2,30.0,12.0,0.0,9.9,20.0,1036,2797969
64,.xxxx..xxxx.x..xx.xx,NNNNNNNNNNNNNNNNNNNN,NNNx....xx..x..x.xx.,205.0,0.0,28277,50,158.0,0.0,21240,78,180.0,4.0,17768,35,351.0,0.0,Generico_3/14_Disco.integer,7263844,/data/mt-compression/code/tools/datasets/formatted/Generico/3/Generico_3/14_Disco.integer,176.0,,,23365928,3.9,47.0,3.7,29.0,2.6,30.0,346,74426
65,....................,....................,....................,2010.0,2010.0,0,1,2014.0,2014.0,0,1,2008.0,2008.0,0,1,2015.0,2007.0,Generico_3/3_A�o.integer,0,/data/mt-compression/code/tools/datasets/formatted/Generico/3/Generico_3/3_A�o.integer,2010.0,2014.0,2008.0,23365928,14.3,2015.0,11.7,2011.0,11.1,2014.0,9,0
66,x.xxxx.x.xxx.xxxxxxx,.xx.xxxxxxxxxx..xx.x,xx..xx..xxxx.xxxxxxx,209.0,0.0,0,60,112.0,0.0,0,52,145.0,0.0,0,50,352.0,-99.0,Generico_3/12_De_Npags.integer,1052393,/data/mt-compression/code/tools/datasets/formatted/Generico/3/Generico_3/12_De_Npags.integer,19.0,13.0,4.0,23365928,9.6,0.0,9.1,6.0,9.1,7.0,278,2237980
